,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,城市,總樓層數_數字
212,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南平街９號十一樓之１,9.0,都市：其他:商業區,,,1100723,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901003,109.44,2,2,1,有,有,8876000,81104,坡道平面,0.0,1500000,,RPXUMLKLQHGGFEH07EA,53.38,11.11,0.0,有,,Taoyuan,13
222,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路８８之２號十八樓,36.56,都市：其他:住宅區,,,1100720,土地1建物1車位2,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,273.89,3,2,2,有,有,29000000,105882,坡道平面,0.0,0,,RPXNMLKLQHGGFAH58EA,140.43,16.44,0.0,有,60.0,Taoyuan,29
224,桃園區,房地(土地+建物)+車位,桃園市桃園區莊敬路二段１６５號四樓,18.72,都市：其他:住宅區,,,1100711,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920819,174.29000000000002,4,2,2,有,有,11000000,63113,坡道平面,0.0,1500000,陽台外推；其他增建；,RPQPMLNLQHGGFAH38EA,91.53,14.73,0.0,有,,Taoyuan,14
232,龜山區,房地(土地+建物)+車位,桃園市龜山區長壽路２６９巷７號六樓,15.81,都市：其他:第一種住宅區,,,1100801,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030530,134.5,2,2,1,有,有,7570000,56283,坡道平面,0.0,0,,RPSPMLRKQHGGFHH86DA,53.62,9.07,0.0,有,62.0,Taoyuan,13
233,龜山區,房地(土地+建物)+車位,桃園市龜山區長峰路６６號六樓之８,13.15,都市：其他:第二種住宅區,,,1100729,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030224,118.89,1,2,1,有,有,6780000,57028,坡道平面,26.81,0,,RPOOMLNKQHGGFHH58DA,54.97,8.66,0.0,有,,Taoyuan,18
238,平鎮區,房地(土地+建物),桃園市平鎮區環南路二段２６５號十四樓之１,13.23,都市：其他:住宅區,,,1100723,土地1建物2車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880726,125.94,3,2,2,有,有,5300000,42084,,0.0,0,,RPWNMLTKQHGGFGH17DA,84.98,7.86,0.0,有,64.0,Taoyuan,18
242,龜山區,房地(土地+建物)+車位,桃園市龜山區文興路２０６號四樓之２,14.06,都市：其他:中心商業區,,,1100725,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941108,126.5,3,2,2,有,有,10600000,84753,坡道機械,13.23,1000000,其他增建；,RPPNMLPLPHGGFHH78DA,78.88,4.63,0.0,有,,Taoyuan,13
249,平鎮區,房地(土地+建物),桃園市平鎮區中豐路南勢二段４６８之１號十樓,19.89,都市：其他:農業區,,,1100731,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060613,92.00999999999999,2,1,1,有,有,5320000,57820,,0.0,0,,RPPOMLSKQHGGFGH09DA,56.19,7.03,0.0,有,66.0,Taoyuan,14
251,平鎮區,房地(土地+建物),桃園市平鎮區民族路二段２２９號十一樓之５,6.21,都市：其他:住宅區,,,1100718,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930205,60.89,2,1,1,有,有,3700000,60765,,0.0,0,,RPPOMLMJQHGGFGH38DA,38.15,7.07,0.0,有,,Taoyuan,14
252,平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路２２２之１號九樓,19.83,都市：其他:住宅區,,,1100707,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070918,133.0,3,1,1,有,有,7500000,56391,坡道平面,0.0,0,,RPVNMLTJPHGGFGH86DA,63.71,6.67,0.0,有,67.0,Taoyuan,14
273,八德區,房地(土地+建物)+車位,桃園市八德區中華路５巷５６號三樓,27.31,都市：其他:第二種住宅區,,,1100730,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040827,199.35,3,2,2,有,有,11500000,64508,坡道平面,47.43,1700000,,RPPPMLKLQHGGFFH38DA,87.52,14.39,0.0,有,,Taoyuan,15
274,八德區,房地(土地+建物),桃園市八德區東勇街１９巷１３弄９號六樓,13.3,都市：其他:住宅區,,,1100731,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851009,121.82000000000001,3,2,2,有,有,5850000,48022,,0.0,0,陽台加窗,RPPNMLMLQHGGFFH38DA,81.86,11.79,0.0,有,,Taoyuan,13
275,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區長春路９０號二樓,15.47,都市：其他:住宅區,,,1100717,土地1建物1車位2,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860910,150.69,6,2,3,有,有,15600000,103524,坡道平面,0.0,0,,RPTOMLTKQHGGFEH76DA,82.61,15.04,0.0,有,,Taoyuan,13
279,八德區,房地(土地+建物)+車位,桃園市八德區中正路１４８號十三樓,15.54,都市：其他:商業區,,,1100708,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030623,134.22,3,1,1,有,有,8200000,61094,坡道平面,0.0,0,,RPOPMLPKPHGGFFH58DA,62.62,11.38,0.0,有,71.0,Taoyuan,15
281,八德區,房地(土地+建物)+車位,桃園市八德區建德路２７５號五樓,23.84,都市：其他:第二種住宅區,,,1100717,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040420,133.05,2,2,2,有,有,8500000,67378,坡道平面,26.19,1300000,,RPQNMLRKPHGGFFH78DA,62.76,9.91,0.0,有,73.0,Taoyuan,15
302,楊梅區,房地(土地+建物),桃園市楊梅區裕成南路３７６號７樓之４,3.72,,山坡地保育區,丙種建築用地,1100814,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,30.09,1,1,1,有,有,930000,30907,,0.0,0,,RPOOMLKLQHGGFDH97DA,18.6,2.7,0.0,有,,Taoyuan,13
315,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街２７５巷３７號二樓,17.1,都市：其他:住宅區,,,1100726,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040925,126.25,2,2,1,有,有,5200000,41188,坡道平面,29.13,0,,RPPOMLKKQHGGFDH97DA,58.72,7.46,0.0,有,94.0,Taoyuan,15
319,楊梅區,房地(土地+建物),桃園市楊梅區青山五街２１號１０樓之６,7.9,都市：其他:住宅區,,,1100705,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840324,41.34,1,1,1,有,有,1200000,29028,,0.0,0,,RPWNMLNKPHGGFDH78DA,23.03,2.95,0.0,有,97.0,Taoyuan,15
344,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路２３９巷４６號十三樓,11.86,都市：其他:住宅區,,,1100802,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890302,145.4,3,2,1,有,有,6600000,45392,坡道平面,0.0,0,,RPVQMLLKQHGGFBH68DA,69.18,10.88,0.0,有,102.0,Taoyuan,19
359,桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路８８９號三樓,38.75,都市：其他:住宅區,,,1100306,土地1建物1車位2,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080125,284.88,3,2,2,有,有,24750000,101814,坡道平面,73.22,3200000,,RPUNMLTKQHGGFAH98DA,126.06,15.29,0.0,有,,Taoyuan,22
360,桃園區,房地(土地+建物)+車位,桃園市桃園區中正路１３１５號十四樓,37.21,都市：其他:住宅區,,,1100706,土地1建物1車位4,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920124,431.40999999999997,4,2,3,有,有,34150000,79159,坡道平面,0.0,0,,RPROMLTKQHGGFAH78DA,204.5,23.97,0.0,有,,Taoyuan,20
366,桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路三段２５８號十八樓,57.25,都市：其他:第一之二種住宅區,,,1100415,土地1建物1車位2,十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081212,451.25,4,2,4,有,有,49770000,115671,坡道平面,52.1,3600000,,RPPQMLSKQHGGFAH68DA,234.56,26.66,0.0,有,,Taoyuan,28
367,桃園區,房地(土地+建物),桃園市桃園區國聖一街６３號十三樓之１,21.21,都市：其他:第二種住宅區,,,1100716,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830905,124.49000000000001,3,2,2,有,有,7200000,57836,,0.0,0,,RPRNMLKLQHGGFAH87DA,84.35,13.29,0.0,有,,Taoyuan,14
368,桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄３６號四樓,18.99,都市：其他:住宅區,,,1100311,土地3建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,164.22,3,2,2,有,有,12200000,77096,坡道平面,48.78,3300000,,RPXPMLRKQHGGFAH66DA,70.76,5.91,0.0,有,,Taoyuan,15
369,桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄３６號十一樓,18.91,都市：其他:住宅區,,,1091213,土地3建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,140.82999999999998,3,2,2,有,有,11150000,83593,坡道平面,25.39,1500000,,RPOQMLRKQHGGFAH48DA,70.76,5.91,0.0,有,,Taoyuan,15
374,桃園區,房地(土地+建物),桃園市桃園區民有六街１６號十七樓之７,5.49,都市：其他:住宅區,,,1100711,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850118,58.63,1,1,1,有,有,3450000,58844,,0.0,0,,RPQSMLQLPHGGFAH78DA,36.01,5.87,0.0,有,108.0,Taoyuan,17
376,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路５４７號十五樓,25.05,都市：其他:住宅區,,,1100719,土地1建物1車位1,十五層，十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821224,238.99,4,2,3,有,有,12300000,51467,坡道平面,0.0,0,陽台外推；其他增建；,RPSNMLPJQHGGFAH28DA,126.72,35.24,0.0,有,110.0,Taoyuan,16
379,桃園區,房地(土地+建物),桃園市桃園區國鼎一街２５號三樓之４,23.21,都市：其他:第二種住宅區,,,1100726,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860903,152.27,4,2,2,有,有,10500000,68956,,0.0,0,,RPSSMLLKQHGGFAH48DA,102.77,15.32,0.0,有,,Taoyuan,16
380,桃園區,房地(土地+建物)+車位,桃園市桃園區莊敬路一段２１０巷１４４號二樓,30.04,都市：其他:住宅區,,,1100716,土地1建物1車位1,三層，四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,224.94,4,2,2,有,有,13620000,60549,坡道平面,0.0,0,,RPPNMLMKQHGGFAH77DA,142.79,15.65,0.0,有,,Taoyuan,28
381,桃園區,房地(土地+建物),桃園市桃園區經國路２８６號十六樓之１,3.34,都市：其他:住宅區,,,1100724,土地1建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870402,46.51,1,1,1,有,有,3700000,79553,,0.0,0,,RPRNMLMKQHGGFAH97DA,31.81,4.08,0.0,有,,Taoyuan,24
382,桃園區,房地(土地+建物),桃園市桃園區中平路１０９號四樓之一,4.85,都市：其他:商業區,,,1100813,土地1建物1車位0,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840930,58.540000000000006,1,1,1,有,有,2480000,42364,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLNKQHGGFAH48DA,22.92,7.61,0.0,有,,Taoyuan,20
384,桃園區,房地(土地+建物),桃園市桃園區民生路３１０號二樓,6.98,都市：其他:河川區,,,1100805,土地2建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960906,61.55,1,1,1,有,有,4750000,77173,,0.0,0,陽台外推；,RPOOMLSKQHGGFAH38DA,34.52,5.83,0.0,有,,Taoyuan,15
385,桃園區,房地(土地+建物)+車位,桃園市桃園區龍泉二街５３號十一樓,10.39,都市：其他:商業區,,,1100805,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,123.74,2,2,1,有,有,8282000,66931,坡道平面,27.63,0,,RPOOMLQKQHGGFAH18DA,58.22,7.6,0.0,有,113.0,Taoyuan,19
388,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路３４６之１號九樓,22.3,都市：其他:住宅區,,,1100728,土地2建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030403,156.64,3,2,2,有,有,11600000,74055,坡道平面,29.99,0,,RPWOMLNLQHGGFAH78DA,74.97,11.31,0.0,有,115.0,Taoyuan,13
389,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路６３０之７號五樓,10.81,都市：其他:住宅區,,,1100718,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820820,144.65,3,2,2,有,有,8500000,58763,坡道平面,34.7,0,,RPTPMLKLQHGGFAH28DA,110.84,13.61,0.0,有,116.0,Taoyuan,23
391,桃園區,房地(土地+建物)+車位,桃園市桃園區中山路７９１號六樓之３,18.28,都市：其他:第二種住宅區,,,1100728,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040427,135.19,2,2,1,有,有,10100000,74710,坡道平面,29.14,0,,RPQNMLMLQHGGFAH97DA,66.57,7.74,0.0,有,118.0,Taoyuan,15
392,桃園區,房地(土地+建物)+車位,桃園市桃園區天祥五街１１號十二樓之３,5.8,都市：其他:住宅區,,,1100622,土地1建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880111,90.75,1,1,1,有,有,5700000,62810,坡道平面,0.0,0,,RPRNMLMLQHGGFAH08DA,37.22,6.71,0.0,有,,Taoyuan,21
442,中壢區,房地(土地+建物)+車位,桃園市中壢區自立五街１２６號七樓,31.85,都市：其他:住宅區,,,1100717,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920602,190.07,3,2,2,有,有,8000000,42090,坡道平面,0.0,0,,RPSQMLKKQHGGFBH28DA,100.96,13.11,0.0,有,,Taoyuan,14
444,中壢區,房地(土地+建物),桃園市中壢區延平路３６６號十三樓,4.26,都市：其他:商業區,,,1100816,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890808,45.449999999999996,1,1,1,有,有,3350000,73707,,0.0,0,,RPQPMLQKQHGGFBH58DA,34.73,0.0,0.0,有,,Taoyuan,14
463,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街３２２號十二樓,16.24,都市：其他:住宅區,,,1100715,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040525,127.38,2,2,1,有,有,5950000,46711,坡道平面,34.25,0,,RPSPMLKLQHGGFDH48DA,53.81,9.65,0.0,有,139.0,Taoyuan,15
474,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南山路一段５７號十九樓,13.98,都市：其他:住宅區,,,1100729,土地1建物1車位1,十九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840811,207.66,3,2,2,有,有,7660000,36887,坡道平面,0.0,0,,RPSNMLNLQHGGFEH68DA,94.0,9.89,0.0,有,145.0,Taoyuan,20
475,八德區,房地(土地+建物)+車位,桃園市八德區天祥街１０２巷３２號十一樓,25.07,都市：其他:住宅區,,,1100703,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040120,162.97000000000003,2,2,1,有,有,9800000,60134,坡道平面,0.0,0,,RPRQMLKLQHGGFFH68DA,85.5,8.43,0.0,有,146.0,Taoyuan,13
478,八德區,房地(土地+建物)+車位,桃園市八德區高城六街６５號十樓,14.51,都市：其他:商業區,,,1100622,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950329,142.38,3,2,2,有,有,7000000,49164,坡道平面,0.0,0,,RPPNMLSKQHGGFFH88DA,69.79,12.88,0.0,有,,Taoyuan,15
479,八德區,房地(土地+建物)+車位,桃園市八德區仁德路８９號二樓,24.69,都市：其他:第二種住宅區,,,1100722,土地3建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040427,137.92000000000002,2,2,2,有,有,7200000,52204,坡道平面,34.7,0,,RPTNMLTKQHGGFFH76DA,57.64,9.78,0.0,有,149.0,Taoyuan,13
535,龜山區,房地(土地+建物)+車位,桃園市龜山區文青路３３７號三樓之５,21.22,都市：其他:第五種住宅區(供合宜住宅使用),,,1100715,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041127,179.35000000000002,4,2,2,有,有,12100000,67466,坡道平面,33.75,0,,RPRNMLTKQHGGFHH76DA,98.26,8.44,0.0,有,,Taoyuan,23
538,桃園區,房地(土地+建物)+車位,桃園市桃園區樹仁三街１５巷１８號十一樓,16.15,都市：其他:住宅區,,,1100507,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030110,129.4,3,2,1,有,有,8320000,64297,坡道平面,0.0,0,,RPVOMLSKQHGGFAH56EA,64.48,3.81,0.0,有,155.0,Taoyuan,14
547,中壢區,房地(土地+建物),桃園市中壢區元化路２７５之４號十二樓,13.79,都市：其他:住宅區,,,1100630,土地2建物1車位0,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820809,135.41,4,2,1,有,有,8700000,64249,,0.0,0,陽台外推；其他增建；,RPXTMLNLQHGGFBH96EA,91.19,17.63,0.0,有,,Taoyuan,21
552,龍潭區,房地(土地+建物)+車位,桃園市龍潭區百年二街３５號二樓,29.41,,鄉村區,乙種建築用地,1100725,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,130.65,2,2,2,有,有,4420000,33833,坡道平面,36.44,0,地下室為停車空間、蓄水池及儲藏室含土地增值稅或其他稅費；含仲介費；含地政士服務費；,RPUOMLNLQHGGFCH88EA,78.31,7.64,0.0,有,,Taoyuan,15
563,平鎮區,房地(土地+建物)+車位,桃園市平鎮區延平路二段２３９巷３３號十二樓,20.79,都市：其他:商業區,,,1100703,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010406,158.94,3,2,2,有,有,9380000,65478,坡道平面,35.54,1300000,其他增建；,RPTOMLOLQHGGFGH66EA,74.76,12.41,0.0,有,164.0,Taoyuan,15
573,蘆竹區,房地(土地+建物),桃園市蘆竹區新南路一段１１７號十四樓之４,7.24,都市：其他:住宅區,,,1100728,土地1建物1車位0,十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851203,90.28,2,2,1,有,有,6300000,69783,,0.0,0,,RPQNMLOLQHGGFEH68EA,62.62,10.02,0.0,有,,Taoyuan,25
583,桃園區,房地(土地+建物)+車位,桃園市桃園區泰昌八街２１號五樓之二,16.11,都市：其他:商業區,,,1100705,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0820430,209.41,4,2,2,有,有,9560000,49345,坡道平面,46.07,1500000,陽台外推；其他增建；,RPPPMLNLQHGGFAH28EA,158.23,16.83,0.0,有,,Taoyuan,22
588,龜山區,房地(土地+建物)+車位,桃園市龜山區長峰路７６號五樓之８,13.15,都市：其他:第二種住宅區,,,1100615,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030224,119.27000000000001,2,1,1,有,有,7000000,58690,坡道平面,28.83,0,,RPRNMLNLQHGGFHH88DA,54.97,8.66,0.0,有,,Taoyuan,19
589,龜山區,房地(土地+建物)+車位,桃園市龜山區文青路２２２號十九樓之３,16.93,都市：其他:第五種住宅區(供合宜住宅使用),,,1100710,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040709,150.81,2,2,1,有,有,9070000,60142,坡道平面,0.0,0,,RPXOMLNLQHGGFHH96DA,72.5,7.68,0.0,有,173.0,Taoyuan,19
590,龜山區,房地(土地+建物),桃園市龜山區文青路１６９號十三樓之９,17.26,都市：其他:第五種住宅區(供合宜住宅使用),,,1100731,土地1建物1車位0,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040814,112.88,3,2,2,有,有,5250000,46510,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLKLQHGGFHH09DA,72.22,7.37,0.0,有,,Taoyuan,23
592,龜山區,房地(土地+建物)+車位,桃園市龜山區文學路２４１號二十樓之１,23.47,都市：其他:第五種住宅區(供合宜住宅使用),,,1100723,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041113,191.26,4,2,2,有,有,13660000,73630,坡道平面,26.11,1500000,,RPRUMLTJQHGGFHH37DA,107.48,9.12,0.0,有,,Taoyuan,24
593,龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路一段４２２巷６之１號十五樓,17.16,都市：其他:住宅區,,,1100721,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,184.76000000000002,5,1,5,有,有,11680000,63217,坡道平面,44.52,0,,RPPOMLQKQHGGFHH98DA,158.11,12.5,0.0,有,,Taoyuan,19
599,平鎮區,房地(土地+建物),桃園市平鎮區環南路三段１８５號十四樓,8.92,都市：其他:住宅區,,,1100806,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930701,88.95,2,2,1,有,有,5050000,56773,,0.0,0,,RPUNMLOLQHGGFGH56DA,55.31,10.25,0.0,有,177.0,Taoyuan,15
